# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-O" "-s" "1" "-t" "CDS" "--ignoreDup" "-T" "1" "-G" "../data/reference/YB886.fa" "-a" "../results/bacillus_annotation/YB886.gff" "-g" "ID" "-o" "../results/featureCounts/tmp_counts.txt" "T0" "T10" 
Geneid	Chr	Start	End	Strand	Length	T0	T10
IABCJNHA_00389	manual_scaffold_1	387098	387817	-	720	64	17
IABCJNHA_00390	manual_scaffold_1	387814	387975	-	162	16	6
IABCJNHA_00391	manual_scaffold_1	387988	389334	-	1347	227	41
IABCJNHA_00392	manual_scaffold_1	389468	389599	-	132	40	4
IABCJNHA_00393	manual_scaffold_1	389912	390340	+	429	174	26
IABCJNHA_00394	manual_scaffold_1	390337	392007	+	1671	545	200
IABCJNHA_00395	manual_scaffold_1	392143	393330	+	1188	4	2
IABCJNHA_00396	manual_scaffold_1	393429	394145	+	717	133	22
IABCJNHA_00397	manual_scaffold_1	394177	394896	-	720	2	6
IABCJNHA_00398	manual_scaffold_1	395040	395516	+	477	0	0
IABCJNHA_00399	manual_scaffold_1	395712	399398	+	3687	33	4
IABCJNHA_00400	manual_scaffold_1	399388	400851	+	1464	16	2
IABCJNHA_00401	manual_scaffold_1	400877	401431	+	555	2	2
IABCJNHA_00402	manual_scaffold_1	401428	402099	+	672	0	0
IABCJNHA_00403	manual_scaffold_1	402585	404087	+	1503	0	0
IABCJNHA_00404	manual_scaffold_1	404176	405903	+	1728	104	43
IABCJNHA_00405	manual_scaffold_1	405913	406437	+	525	55	43
IABCJNHA_00406	manual_scaffold_1	406479	406751	-	273	0	0
IABCJNHA_00407	manual_scaffold_1	406832	407794	-	963	0	2
IABCJNHA_00408	manual_scaffold_1	407807	409003	-	1197	0	0
IABCJNHA_00409	manual_scaffold_1	409158	411275	+	2118	31	6
IABCJNHA_00410	manual_scaffold_1	411272	412411	+	1140	45	8
IABCJNHA_00411	manual_scaffold_1	412594	413052	+	459	852	860
IABCJNHA_00412	manual_scaffold_1	413294	414901	+	1608	597	658
IABCJNHA_00413	manual_scaffold_1	414983	415504	-	522	45	37
IABCJNHA_00414	manual_scaffold_1	415670	416044	+	375	113	88
IABCJNHA_00415	manual_scaffold_1	416225	417082	+	858	8776	5265
IABCJNHA_00416	manual_scaffold_1	417202	417840	+	639	2689	1749
IABCJNHA_00417	manual_scaffold_1	418219	419508	+	1290	836	475
IABCJNHA_00418	manual_scaffold_1	419539	420504	+	966	577	435
IABCJNHA_00419	manual_scaffold_1	420911	422194	+	1284	589	436
IABCJNHA_00420	manual_scaffold_1	422313	422513	+	201	1148	889
IABCJNHA_00421	manual_scaffold_1	422602	423189	+	588	34	126
IABCJNHA_00422	manual_scaffold_1	423479	425176	+	1698	5	6
IABCJNHA_00423	manual_scaffold_1	425258	426217	+	960	0	7
IABCJNHA_00424	manual_scaffold_1	426251	426805	-	555	56	60
IABCJNHA_00425	manual_scaffold_1	426927	427313	-	387	7	24
IABCJNHA_00426	manual_scaffold_1	427439	428509	+	1071	655	306
IABCJNHA_00427	manual_scaffold_1	428511	429377	+	867	46	91
IABCJNHA_00428	manual_scaffold_1	429437	429724	+	288	11	16
IABCJNHA_00429	manual_scaffold_1	429741	430103	-	363	2	4
IABCJNHA_00430	manual_scaffold_1	430244	430918	+	675	0	21
IABCJNHA_00431	manual_scaffold_1	430985	431428	+	444	2	1
IABCJNHA_00432	manual_scaffold_1	431585	432625	+	1041	20	86
IABCJNHA_00433	manual_scaffold_1	432704	433261	+	558	0	12
IABCJNHA_00434	manual_scaffold_1	433337	433789	+	453	41	30
IABCJNHA_00435	manual_scaffold_1	433946	434395	+	450	169	91
IABCJNHA_00436	manual_scaffold_1	434408	434950	+	543	76	66
IABCJNHA_00437	manual_scaffold_1	435157	436404	+	1248	857	422
IABCJNHA_00438	manual_scaffold_1	436539	437168	+	630	430	318
IABCJNHA_00439	manual_scaffold_1	437591	437974	+	384	905	554
IABCJNHA_00440	manual_scaffold_1	437982	438716	+	735	3562	2093
IABCJNHA_00441	manual_scaffold_1	438762	438974	+	213	1492	989
IABCJNHA_00442	manual_scaffold_1	439137	439649	+	513	4656	3652
IABCJNHA_00443	manual_scaffold_1	439646	440191	+	546	3261	2622
IABCJNHA_00444	manual_scaffold_1	440208	441716	+	1509	5210	4294
IABCJNHA_00445	manual_scaffold_1	441793	442656	+	864	4107	4115
IABCJNHA_00446	manual_scaffold_1	442682	444103	+	1422	8220	7978
IABCJNHA_00447	manual_scaffold_1	444127	444525	+	399	1621	1668
IABCJNHA_00448	manual_scaffold_1	444559	445032	-	474	6	3
IABCJNHA_00449	manual_scaffold_1	445202	445432	+	231	69	57
IABCJNHA_00450	manual_scaffold_1	445561	446301	+	741	497	360
IABCJNHA_00451	manual_scaffold_1	446335	447645	+	1311	999	565
IABCJNHA_00452	manual_scaffold_1	447841	448872	+	1032	5	62
IABCJNHA_00453	manual_scaffold_1	449258	449941	+	684	0	3
IABCJNHA_00454	manual_scaffold_1	450265	450939	+	675	10	8
IABCJNHA_00455	manual_scaffold_1	451033	451194	+	162	0	0
IABCJNHA_00456	manual_scaffold_1	451440	452228	+	789	58	16
IABCJNHA_00457	manual_scaffold_1	452244	453269	+	1026	124	31
IABCJNHA_00458	manual_scaffold_1	453461	454594	+	1134	178	64
IABCJNHA_00459	manual_scaffold_1	454591	455229	+	639	0	1
IABCJNHA_00460	manual_scaffold_1	455302	455490	+	189	0	0
IABCJNHA_00461	manual_scaffold_1	456142	456306	+	165	4	0
IABCJNHA_00462	manual_scaffold_1	456487	456804	+	318	5	4
IABCJNHA_00463	manual_scaffold_1	456801	457175	+	375	8	7
IABCJNHA_00464	manual_scaffold_1	457172	458881	+	1710	25	29
IABCJNHA_00465	manual_scaffold_1	459016	459417	+	402	25	17
IABCJNHA_00466	manual_scaffold_1	459485	460126	+	642	17	13
IABCJNHA_00467	manual_scaffold_1	460161	460544	-	384	14	26
IABCJNHA_00468	manual_scaffold_1	460689	461462	+	774	4	10
IABCJNHA_00469	manual_scaffold_1	461483	462973	-	1491	50	64
IABCJNHA_00470	manual_scaffold_1	463174	463608	+	435	20	10
IABCJNHA_00471	manual_scaffold_1	463895	464413	-	519	67	45
IABCJNHA_00472	manual_scaffold_1	464410	464907	-	498	82	55
IABCJNHA_00473	manual_scaffold_1	465042	465893	+	852	4	9
IABCJNHA_00474	manual_scaffold_1	466004	466426	+	423	10	6
IABCJNHA_00475	manual_scaffold_1	466467	467048	-	582	36	26
IABCJNHA_00476	manual_scaffold_1	467229	467579	-	351	29	8
IABCJNHA_00477	manual_scaffold_1	467591	468805	-	1215	6	2
IABCJNHA_00478	manual_scaffold_1	469090	469551	+	462	8	8
IABCJNHA_00479	manual_scaffold_1	469735	470304	+	570	39	16
IABCJNHA_00480	manual_scaffold_1	470301	471662	+	1362	23	10
IABCJNHA_00481	manual_scaffold_1	471843	473315	+	1473	2	2
IABCJNHA_00482	manual_scaffold_1	473421	474827	+	1407	168	74
IABCJNHA_00483	manual_scaffold_1	474918	476108	-	1191	20	27
IABCJNHA_00484	manual_scaffold_1	476130	476543	-	414	8	8
IABCJNHA_00485	manual_scaffold_1	476893	477174	+	282	0	0
IABCJNHA_00486	manual_scaffold_1	477340	478341	+	1002	605	433
IABCJNHA_00487	manual_scaffold_1	478504	479316	+	813	372	184
IABCJNHA_00488	manual_scaffold_1	479350	480159	+	810	420	167
IABCJNHA_00489	manual_scaffold_1	480182	481246	-	1065	75	45
IABCJNHA_00490	manual_scaffold_1	481393	481863	+	471	89	21
IABCJNHA_00491	manual_scaffold_1	481936	482328	+	393	71	89
IABCJNHA_00492	manual_scaffold_1	482375	483244	-	870	0	6
IABCJNHA_00493	manual_scaffold_1	483555	483863	+	309	6	26
IABCJNHA_00494	manual_scaffold_1	484003	484413	-	411	245	135
IABCJNHA_00495	manual_scaffold_1	484588	484971	+	384	16	8
IABCJNHA_00496	manual_scaffold_1	485048	485389	+	342	85	80
IABCJNHA_00497	manual_scaffold_1	485613	486389	+	777	18	7
IABCJNHA_00498	manual_scaffold_1	486395	487252	+	858	38	26
IABCJNHA_00499	manual_scaffold_1	487378	490146	-	2769	293	304
IABCJNHA_00500	manual_scaffold_1	490133	491743	-	1611	53	69
IABCJNHA_00501	manual_scaffold_1	491947	492090	+	144	22	9
IABCJNHA_00502	manual_scaffold_1	492324	493070	+	747	39	21
IABCJNHA_00503	manual_scaffold_1	493090	493773	+	684	46	42
IABCJNHA_00504	manual_scaffold_1	493826	494590	+	765	10	10
IABCJNHA_00505	manual_scaffold_1	494785	496107	+	1323	70	105
IABCJNHA_00506	manual_scaffold_1	496299	497084	+	786	62	67
IABCJNHA_00507	manual_scaffold_1	497476	497898	+	423	17	46
IABCJNHA_00508	manual_scaffold_1	497908	498168	+	261	12	31
IABCJNHA_00509	manual_scaffold_1	498187	499995	+	1809	74	179
IABCJNHA_00510	manual_scaffold_1	499985	500449	+	465	46	90
IABCJNHA_00511	manual_scaffold_1	500459	501175	+	717	36	54
IABCJNHA_00512	manual_scaffold_1	501260	502141	-	882	4	3
IABCJNHA_00513	manual_scaffold_1	502264	502809	+	546	3	6
IABCJNHA_00514	manual_scaffold_1	502806	503027	+	222	0	4
IABCJNHA_00515	manual_scaffold_1	503054	503590	-	537	26	12
IABCJNHA_00516	manual_scaffold_1	503587	504180	-	594	68	0
IABCJNHA_00517	manual_scaffold_1	504194	504670	-	477	79	10
IABCJNHA_00518	manual_scaffold_1	504884	506461	+	1578	2	1
IABCJNHA_00519	manual_scaffold_1	506466	506801	-	336	35	3
IABCJNHA_00520	manual_scaffold_1	506979	507596	-	618	44	43
IABCJNHA_00521	manual_scaffold_1	507770	508357	-	588	50	40
IABCJNHA_00522	manual_scaffold_1	508498	509586	+	1089	0	0
IABCJNHA_00523	manual_scaffold_1	509714	510856	+	1143	6	2
IABCJNHA_00524	manual_scaffold_1	510916	511593	+	678	2	2
IABCJNHA_00525	manual_scaffold_1	511650	512864	-	1215	3	6
IABCJNHA_00526	manual_scaffold_1	513189	514097	-	909	32	16
IABCJNHA_00527	manual_scaffold_1	514252	515967	+	1716	17	4
IABCJNHA_00528	manual_scaffold_1	516029	516796	+	768	14	4
IABCJNHA_00529	manual_scaffold_1	516896	517423	+	528	110	92
IABCJNHA_00530	manual_scaffold_1	517463	517759	-	297	10	6
IABCJNHA_00531	manual_scaffold_1	517915	518451	-	537	2307	80
IABCJNHA_00532	manual_scaffold_1	518533	519450	-	918	2685	69
IABCJNHA_00533	manual_scaffold_1	519462	520430	-	969	1411	33
IABCJNHA_00534	manual_scaffold_1	520432	521913	-	1482	3760	91
IABCJNHA_00535	manual_scaffold_1	521929	522324	-	396	1258	19
IABCJNHA_00536	manual_scaffold_1	522321	523202	-	882	1988	86
IABCJNHA_00537	manual_scaffold_1	523204	524184	-	981	2125	68
IABCJNHA_00538	manual_scaffold_1	524968	526149	+	1182	14	3
IABCJNHA_00539	manual_scaffold_1	526164	526613	+	450	3	1
IABCJNHA_00540	manual_scaffold_1	526632	527774	+	1143	23	4
IABCJNHA_00541	manual_scaffold_1	527789	527956	+	168	2	2
IABCJNHA_00542	manual_scaffold_1	527977	529338	+	1362	1412	299
IABCJNHA_00543	manual_scaffold_1	529372	530232	-	861	158	118
IABCJNHA_00544	manual_scaffold_1	530388	531356	-	969	344	148
IABCJNHA_00545	manual_scaffold_1	531689	533062	+	1374	16	15
IABCJNHA_00546	manual_scaffold_1	533099	534223	-	1125	13	4
IABCJNHA_00547	manual_scaffold_1	534220	535332	-	1113	4	0
IABCJNHA_00548	manual_scaffold_1	535332	536783	-	1452	3	0
IABCJNHA_00549	manual_scaffold_1	537048	537998	+	951	257	146
IABCJNHA_00550	manual_scaffold_1	538127	540769	+	2643	2312	959
IABCJNHA_00551	manual_scaffold_1	540829	542157	-	1329	38	56
IABCJNHA_00552	manual_scaffold_1	542277	543422	-	1146	216	493
IABCJNHA_00553	manual_scaffold_1	543455	544225	-	771	349	269
IABCJNHA_00554	manual_scaffold_1	544625	545014	+	390	451	363
IABCJNHA_00555	manual_scaffold_1	545175	547196	+	2022	416	2361
IABCJNHA_00556	manual_scaffold_1	547196	549436	+	2241	791	3380
IABCJNHA_00557	manual_scaffold_1	549601	550428	+	828	110	381
IABCJNHA_00558	manual_scaffold_1	550448	552031	+	1584	270	1087
IABCJNHA_00559	manual_scaffold_1	552070	552666	-	597	22	13
IABCJNHA_00560	manual_scaffold_1	553192	553293	+	102	35	8
IABCJNHA_00561	manual_scaffold_1	554220	555560	+	1341	70	60
IABCJNHA_00562	manual_scaffold_1	555684	558386	+	2703	447	336
IABCJNHA_00563	manual_scaffold_1	559088	559966	-	879	442	209
IABCJNHA_00564	manual_scaffold_1	560212	561354	+	1143	142	94
IABCJNHA_00565	manual_scaffold_1	561394	562314	-	921	430	282
IABCJNHA_00566	manual_scaffold_1	562498	562806	+	309	193	64
IABCJNHA_00567	manual_scaffold_1	562830	564947	+	2118	1221	442
IABCJNHA_00568	manual_scaffold_1	564986	566476	+	1491	956	439
IABCJNHA_00569	manual_scaffold_1	566703	567242	+	540	1	12
IABCJNHA_00570	manual_scaffold_1	567392	568843	+	1452	3	52
IABCJNHA_00571	manual_scaffold_1	568840	570009	+	1170	5	69
IABCJNHA_00572	manual_scaffold_1	570071	571456	+	1386	10	96
IABCJNHA_00573	manual_scaffold_1	571541	573007	+	1467	7	51
IABCJNHA_00574	manual_scaffold_1	573036	573716	+	681	7	55
IABCJNHA_00575	manual_scaffold_1	573740	574498	+	759	15	55
IABCJNHA_00576	manual_scaffold_1	574521	575720	+	1200	23	72
IABCJNHA_00577	manual_scaffold_1	575865	576941	+	1077	389	223
IABCJNHA_00578	manual_scaffold_1	577014	578189	-	1176	510	265
IABCJNHA_00579	manual_scaffold_1	578189	578842	-	654	147	75
IABCJNHA_00580	manual_scaffold_1	579059	580216	+	1158	182	111
IABCJNHA_00581	manual_scaffold_1	580299	580988	+	690	378	240
IABCJNHA_00582	manual_scaffold_1	581086	581931	+	846	126	111
IABCJNHA_00583	manual_scaffold_1	582037	583428	+	1392	40	52
IABCJNHA_00584	manual_scaffold_1	583488	583784	+	297	22	17
IABCJNHA_00585	manual_scaffold_1	583748	584470	+	723	77	42
IABCJNHA_00586	manual_scaffold_1	584544	584963	+	420	451	126
IABCJNHA_00587	manual_scaffold_1	585044	585310	+	267	626	186
IABCJNHA_00588	manual_scaffold_1	585326	585808	+	483	869	209
IABCJNHA_00589	manual_scaffold_1	585827	587350	+	1524	2110	795
IABCJNHA_00590	manual_scaffold_1	587361	588257	+	897	1634	680
IABCJNHA_00591	manual_scaffold_1	588304	588879	+	576	118	116
IABCJNHA_00592	manual_scaffold_1	588900	589331	+	432	91	66
IABCJNHA_00593	manual_scaffold_1	589325	589549	+	225	77	64
IABCJNHA_00594	manual_scaffold_1	589694	590608	+	915	24378	18218
IABCJNHA_00595	manual_scaffold_1	590841	591170	+	330	378	76
IABCJNHA_00596	manual_scaffold_1	591188	592684	+	1497	2736	993
IABCJNHA_00597	manual_scaffold_1	592706	593107	+	402	809	379
IABCJNHA_00598	manual_scaffold_1	593104	593445	+	342	900	405
IABCJNHA_00599	manual_scaffold_1	593455	593832	+	378	216	79
IABCJNHA_00600	manual_scaffold_1	594023	594592	+	570	2657	1010
IABCJNHA_00601	manual_scaffold_1	594760	597285	+	2526	2166	1957
IABCJNHA_00602	manual_scaffold_1	597473	598456	+	984	954	1093
IABCJNHA_00603	manual_scaffold_1	598622	599467	+	846	48	37
IABCJNHA_00604	manual_scaffold_1	599516	599854	+	339	358	153
IABCJNHA_00605	manual_scaffold_1	600088	600774	+	687	321	196
IABCJNHA_00606	manual_scaffold_1	600758	601657	+	900	287	153
IABCJNHA_00607	manual_scaffold_1	601797	603239	+	1443	6	12
IABCJNHA_00608	manual_scaffold_1	603639	603977	+	339	100	9
IABCJNHA_00609	manual_scaffold_1	604056	605249	+	1194	268	68
IABCJNHA_00610	manual_scaffold_1	605297	606631	-	1335	12	12
IABCJNHA_00611	manual_scaffold_1	606662	607231	-	570	2	8
IABCJNHA_00612	manual_scaffold_1	607307	609802	-	2496	14	8
IABCJNHA_00613	manual_scaffold_1	610249	610479	+	231	6	1
IABCJNHA_00614	manual_scaffold_1	610665	612650	+	1986	128	107
IABCJNHA_00615	manual_scaffold_1	612658	615531	+	2874	440	297
IABCJNHA_00616	manual_scaffold_1	615693	616175	+	483	4	1
IABCJNHA_00617	manual_scaffold_1	616374	616604	-	231	0	0
IABCJNHA_00618	manual_scaffold_1	616822	617148	+	327	251	100
IABCJNHA_00619	manual_scaffold_1	617173	618270	+	1098	1222	419
IABCJNHA_00620	manual_scaffold_1	618275	618472	+	198	111	31
IABCJNHA_00621	manual_scaffold_1	618474	618833	+	360	67	29
IABCJNHA_00622	manual_scaffold_1	618861	620072	-	1212	32	14
IABCJNHA_00623	manual_scaffold_1	620093	620602	-	510	12	6
IABCJNHA_00624	manual_scaffold_1	621028	621774	+	747	54	41
IABCJNHA_00625	manual_scaffold_1	621790	623007	+	1218	40	45
IABCJNHA_00626	manual_scaffold_1	623048	623521	-	474	12	3
IABCJNHA_00627	manual_scaffold_1	623686	627555	+	3870	36	49
IABCJNHA_00628	manual_scaffold_1	627575	628306	-	732	68	36
IABCJNHA_00629	manual_scaffold_1	628324	629052	-	729	80	43
IABCJNHA_00630	manual_scaffold_1	629049	630239	-	1191	139	75
IABCJNHA_00631	manual_scaffold_1	630421	631353	+	933	174	73
IABCJNHA_00632	manual_scaffold_1	631367	632176	+	810	179	101
IABCJNHA_00633	manual_scaffold_1	632200	633138	+	939	242	109
IABCJNHA_00634	manual_scaffold_1	633135	633785	+	651	268	134
IABCJNHA_00635	manual_scaffold_1	633789	634307	+	519	262	129
IABCJNHA_00636	manual_scaffold_1	634327	634992	-	666	13	16
IABCJNHA_00637	manual_scaffold_1	635232	635984	-	753	41	8
IABCJNHA_00638	manual_scaffold_1	636235	637410	+	1176	0	0
IABCJNHA_00639	manual_scaffold_1	637403	638044	+	642	2	0
IABCJNHA_00640	manual_scaffold_1	638041	639324	+	1284	0	1
IABCJNHA_00641	manual_scaffold_1	639321	639905	+	585	2	1
IABCJNHA_00642	manual_scaffold_1	639906	640544	+	639	2	3
IABCJNHA_00643	manual_scaffold_1	640541	641278	+	738	0	4
IABCJNHA_00644	manual_scaffold_1	641275	642033	+	759	6	0
IABCJNHA_00645	manual_scaffold_1	642030	642659	+	630	1	0
IABCJNHA_00646	manual_scaffold_1	642905	643630	+	726	8	5
IABCJNHA_00647	manual_scaffold_1	643632	645542	+	1911	33	32
IABCJNHA_00648	manual_scaffold_1	645557	645916	+	360	7	8
IABCJNHA_00649	manual_scaffold_1	646081	647850	+	1770	119	64
IABCJNHA_00650	manual_scaffold_1	647976	649430	+	1455	232	236
IABCJNHA_00651	manual_scaffold_1	649811	651232	+	1422	2769	2359
IABCJNHA_00652	manual_scaffold_1	651438	652388	+	951	303	664
IABCJNHA_00653	manual_scaffold_1	652706	653182	+	477	146	223
IABCJNHA_00654	manual_scaffold_1	653207	654094	+	888	226	283
IABCJNHA_00655	manual_scaffold_1	654054	655049	+	996	336	435
IABCJNHA_00656	manual_scaffold_1	655072	656022	+	951	378	606
IABCJNHA_00657	manual_scaffold_1	656046	656303	+	258	77	156
IABCJNHA_00658	manual_scaffold_1	656313	657068	+	756	258	356
IABCJNHA_00659	manual_scaffold_1	657104	657313	-	210	10	6
IABCJNHA_00660	manual_scaffold_1	657460	658173	+	714	41	18
IABCJNHA_00661	manual_scaffold_1	658167	659237	+	1071	136	74
IABCJNHA_00662	manual_scaffold_1	659320	660099	+	780	81	31
IABCJNHA_00663	manual_scaffold_1	660074	662014	+	1941	147	109
IABCJNHA_00664	manual_scaffold_1	662052	663026	-	975	458	192
IABCJNHA_00665	manual_scaffold_1	663421	664005	+	585	4	1
IABCJNHA_00666	manual_scaffold_1	664024	665616	+	1593	22	6
IABCJNHA_00667	manual_scaffold_1	665643	665963	-	321	62	74
IABCJNHA_00668	manual_scaffold_1	666080	666655	+	576	31	73
IABCJNHA_00669	manual_scaffold_1	666861	667811	+	951	13	8
IABCJNHA_00670	manual_scaffold_1	667927	669693	+	1767	58	25
IABCJNHA_00671	manual_scaffold_1	669789	671042	+	1254	98	30
IABCJNHA_00672	manual_scaffold_1	671082	672389	+	1308	67	22
IABCJNHA_00673	manual_scaffold_1	672390	673226	+	837	29	9
IABCJNHA_00674	manual_scaffold_1	673226	674116	+	891	34	9
IABCJNHA_00675	manual_scaffold_1	674094	676367	+	2274	72	22
IABCJNHA_00676	manual_scaffold_1	676360	678045	+	1686	102	22
IABCJNHA_00677	manual_scaffold_1	678042	678722	+	681	35	17
IABCJNHA_00678	manual_scaffold_1	678768	679361	-	594	1236	1115
IABCJNHA_00680	manual_scaffold_1	679991	680953	-	963	1	4
IABCJNHA_00681	manual_scaffold_1	681309	682652	+	1344	8	14
IABCJNHA_00682	manual_scaffold_1	682904	683416	+	513	0	5
IABCJNHA_00683	manual_scaffold_1	683452	683772	-	321	14	8
IABCJNHA_00684	manual_scaffold_1	683772	684107	-	336	5	6
IABCJNHA_00685	manual_scaffold_1	684189	684773	-	585	164	122
IABCJNHA_00686	manual_scaffold_1	684868	686430	-	1563	0	0
IABCJNHA_00687	manual_scaffold_1	686538	688088	-	1551	2	0
IABCJNHA_00688	manual_scaffold_1	688162	689583	-	1422	2	8
IABCJNHA_00689	manual_scaffold_1	690122	691477	+	1356	397	541
IABCJNHA_00690	manual_scaffold_1	691493	692176	+	684	364	405
IABCJNHA_00691	manual_scaffold_1	692451	692762	+	312	12	6
IABCJNHA_00692	manual_scaffold_1	692785	693270	+	486	8	18
IABCJNHA_00693	manual_scaffold_1	693297	693488	-	192	11	6
IABCJNHA_00694	manual_scaffold_1	693491	694960	-	1470	52	38
IABCJNHA_00695	manual_scaffold_1	695036	695494	-	459	2	0
IABCJNHA_00696	manual_scaffold_1	695740	696444	+	705	6	1
IABCJNHA_00697	manual_scaffold_1	696450	697133	+	684	14	1
IABCJNHA_00698	manual_scaffold_1	697392	699188	+	1797	23	0
IABCJNHA_00699	manual_scaffold_1	699200	700345	+	1146	12	6
IABCJNHA_00700	manual_scaffold_1	700342	701178	+	837	14	0
IABCJNHA_00701	manual_scaffold_1	701162	702325	+	1164	22	0
IABCJNHA_00702	manual_scaffold_1	702322	703425	+	1104	6	0
IABCJNHA_00703	manual_scaffold_1	703450	704484	+	1035	16	2
IABCJNHA_00704	manual_scaffold_1	704489	705565	+	1077	17	2
IABCJNHA_00705	manual_scaffold_1	705562	706596	+	1035	16	0
IABCJNHA_00706	manual_scaffold_1	706593	708110	+	1518	16	2
IABCJNHA_00707	manual_scaffold_1	708107	708715	+	609	2	0
IABCJNHA_00708	manual_scaffold_1	708712	709362	+	651	10	2
IABCJNHA_00709	manual_scaffold_1	709367	710533	+	1167	11	4
IABCJNHA_00710	manual_scaffold_1	710512	711480	+	969	10	4
IABCJNHA_00711	manual_scaffold_1	711490	711708	-	219	76	51
IABCJNHA_00712	manual_scaffold_1	711787	713097	+	1311	247	52
IABCJNHA_00713	manual_scaffold_1	713124	714815	-	1692	2678	131
IABCJNHA_00714	manual_scaffold_1	715105	715764	+	660	35	1
IABCJNHA_00715	manual_scaffold_1	715944	716936	+	993	22	8
IABCJNHA_00716	manual_scaffold_1	717077	718342	+	1266	100	10
IABCJNHA_00717	manual_scaffold_1	718382	719638	+	1257	47	13
IABCJNHA_00718	manual_scaffold_1	719642	720493	+	852	49	8
IABCJNHA_00719	manual_scaffold_1	720515	722575	+	2061	95	11
IABCJNHA_00720	manual_scaffold_1	722655	723944	+	1290	20	6
IABCJNHA_00721	manual_scaffold_1	723998	725209	-	1212	188	92
IABCJNHA_00722	manual_scaffold_1	725245	726054	-	810	68	46
IABCJNHA_00723	manual_scaffold_1	726341	727243	+	903	4	2
IABCJNHA_00724	manual_scaffold_1	727244	727981	+	738	0	0
IABCJNHA_00725	manual_scaffold_1	727985	729100	+	1116	35	14
IABCJNHA_00726	manual_scaffold_1	729117	729719	+	603	34	14
IABCJNHA_00727	manual_scaffold_1	729894	730610	+	717	507	111
IABCJNHA_00728	manual_scaffold_1	730637	732076	+	1440	1152	336
IABCJNHA_00729	manual_scaffold_1	732076	732798	+	723	837	235
IABCJNHA_00730	manual_scaffold_1	732906	733940	+	1035	380	234
IABCJNHA_00731	manual_scaffold_1	734342	735685	+	1344	42	14
IABCJNHA_00732	manual_scaffold_1	735726	736643	-	918	6	4
IABCJNHA_00733	manual_scaffold_1	736743	737621	+	879	4	1
IABCJNHA_00734	manual_scaffold_1	737778	738788	+	1011	32	32
IABCJNHA_00735	manual_scaffold_1	738837	739925	-	1089	112	88
IABCJNHA_00736	manual_scaffold_1	740129	741523	+	1395	22	0
IABCJNHA_00737	manual_scaffold_1	741821	742843	+	1023	172	53
IABCJNHA_00738	manual_scaffold_1	742890	743897	+	1008	1111	466
IABCJNHA_00739	manual_scaffold_1	744214	745398	+	1185	2722	1308
IABCJNHA_00740	manual_scaffold_1	745429	746190	+	762	858	535
IABCJNHA_00741	manual_scaffold_1	746183	747718	+	1536	1705	1055
IABCJNHA_00742	manual_scaffold_1	747748	749040	+	1293	2878	2063
IABCJNHA_00743	manual_scaffold_1	749085	749546	-	462	43	24
IABCJNHA_00744	manual_scaffold_1	749672	751489	+	1818	1503	492
IABCJNHA_00745	manual_scaffold_1	751525	752223	-	699	159	24
IABCJNHA_00746	manual_scaffold_1	752355	752969	-	615	142	58
IABCJNHA_00747	manual_scaffold_1	753122	753754	+	633	1	8
IABCJNHA_00748	manual_scaffold_1	753772	754329	-	558	16	12
IABCJNHA_00749	manual_scaffold_1	754593	755735	+	1143	80	21
IABCJNHA_00750	manual_scaffold_1	755758	756411	+	654	27	14
IABCJNHA_00751	manual_scaffold_1	756425	757342	+	918	111	14
IABCJNHA_00752	manual_scaffold_1	757360	758049	+	690	74	14
IABCJNHA_00753	manual_scaffold_1	758269	758541	+	273	10	18
IABCJNHA_00754	manual_scaffold_1	758538	759161	+	624	46	38
IABCJNHA_00755	manual_scaffold_1	759208	759819	-	612	692	758
IABCJNHA_00756	manual_scaffold_1	759862	760833	-	972	156	115
IABCJNHA_00757	manual_scaffold_1	760830	761306	-	477	108	50
IABCJNHA_00758	manual_scaffold_1	761528	762061	-	534	66	17
IABCJNHA_00759	manual_scaffold_1	762345	763490	+	1146	14	4
IABCJNHA_00760	manual_scaffold_1	763507	764160	+	654	2	4
IABCJNHA_00761	manual_scaffold_1	764172	765092	+	921	2	8
IABCJNHA_00762	manual_scaffold_1	765109	765789	+	681	6	4
IABCJNHA_00763	manual_scaffold_1	765829	767529	-	1701	203	73
IABCJNHA_00764	manual_scaffold_1	767654	767980	-	327	93	98
