,Geneid,Chr,Start,End,Strand,Length,MM227,MM228,MM229,MM230,MM231,MM232,MM233,MM234,MM235,MM236,MM237,MM238,pseudo_ref
150,FGBKPADF_00155,manual_scaffold_1,161384,162253,+,870,13873.86,8780.04,4193.85,596.46,9908.16,9546.99,5335.36,741.58,13176.08,7582.77,3985.06,511.49,7587.75
151,FGBKPADF_00156,manual_scaffold_1,162339,163175,+,837,10238.76,7659.51,4253.87,500.74,8465.39,9511.38,4937.31,584.88,10465.66,7364.01,4031.48,454.66,6584.75
152,FGBKPADF_00157,manual_scaffold_1,163196,164068,+,873,10617.86,8388.14,4381.75,634.76,7754.24,9921.23,5448.07,659.58,10494.64,7312.29,4115.62,462.34,6724.75
153,FGBKPADF_00158,manual_scaffold_1,164176,164865,+,690,1275.93,1050.75,754.21,334.31,1073.92,1313.64,696.59,244.16,1206.24,1066.66,615.09,284.16,913.17
154,FGBKPADF_00159,manual_scaffold_1,164862,165839,+,978,1756.07,1374.49,763.35,340.21,1339.56,1583.34,863.25,295.17,1575.04,1230.30,722.45,388.61,1137.25
155,FGBKPADF_00160,manual_scaffold_1,165983,166756,+,774,66.58,107.91,50.89,44.18,56.92,152.27,52.75,43.73,77.30,112.77,78.34,64.51,79.67
156,FGBKPADF_00161,manual_scaffold_1,166731,168599,+,1869,290.59,461.68,331.44,259.20,251.97,466.67,339.31,184.03,292.30,488.39,322.05,225.79,334.17
157,FGBKPADF_00162,manual_scaffold_1,168613,168960,+,348,101.82,165.52,116.13,78.06,89.56,168.18,103.11,45.55,111.93,160.25,124.76,92.16,116.75
158,FGBKPADF_00163,manual_scaffold_1,169001,169966,-,966,3492.55,1394.78,258.36,229.75,4537.79,1133.34,187.04,225.93,4446.51,967.45,237.91,164.35,1768.42
159,FGBKPADF_00164,manual_scaffold_1,170144,170542,+,399,1832.83,910.38,546.74,379.97,1704.61,757.58,444.81,349.83,1636.24,991.19,516.45,476.17,984.58
160,FGBKPADF_00165,manual_scaffold_1,170586,170939,-,354,14.88,8.11,5.22,8.84,6.83,50.00,35.97,36.44,57.17,5.09,2.90,9.22,20.75
161,FGBKPADF_00166,manual_scaffold_1,171187,171552,-,366,5.48,15.42,16.96,14.73,4.55,190.15,237.39,174.92,202.11,7.63,2.90,6.14,72.17
162,FGBKPADF_00167,manual_scaffold_1,171641,172075,+,435,747.23,769.20,842.95,658.32,906.95,818.18,607.87,422.72,759.34,897.93,822.54,737.29,754.83
163,FGBKPADF_00168,manual_scaffold_1,172056,172613,+,558,491.10,510.36,435.83,379.97,426.53,459.85,360.89,364.41,396.18,466.34,369.93,368.64,421.25
164,FGBKPADF_00169,manual_scaffold_1,172653,173465,+,813,3282.64,2847.16,2376.17,2200.29,3248.33,2577.28,2053.82,1807.48,3026.08,2476.71,2125.27,1956.89,2568.33
165,FGBKPADF_00170,manual_scaffold_1,173620,174606,+,987,1163.14,782.18,553.26,357.88,1411.66,837.88,535.93,382.63,1567.80,696.97,487.43,285.70,835.83
166,FGBKPADF_00171,manual_scaffold_1,174593,174820,+,228,22.71,12.17,2.61,4.42,29.60,12.88,8.39,3.64,24.16,11.87,14.51,1.54,14.08
167,FGBKPADF_00172,manual_scaffold_1,175006,176331,+,1326,393.98,223.94,95.26,81.00,404.52,208.33,51.56,61.95,347.06,198.41,75.44,53.76,212.00
168,FGBKPADF_00173,manual_scaffold_1,176345,176842,+,498,225.58,145.24,35.23,20.62,223.89,126.52,50.36,65.59,187.62,91.57,47.87,27.65,120.00
169,FGBKPADF_00174,manual_scaffold_1,176867,177661,+,795,530.27,350.52,122.66,111.93,448.54,271.97,141.48,184.03,451.74,248.43,136.37,147.46,291.00
170,FGBKPADF_00175,manual_scaffold_1,177684,178358,+,675,125.32,108.73,28.71,17.67,110.05,62.12,33.57,51.02,97.43,66.98,29.01,30.72,70.92
171,FGBKPADF_00176,manual_scaffold_1,178371,179120,+,750,295.29,250.72,79.60,98.67,289.92,212.12,123.49,91.10,277.81,189.08,94.30,76.80,192.67
172,FGBKPADF_00177,manual_scaffold_1,179137,180279,+,1143,198.95,190.68,54.80,70.69,234.52,141.67,81.53,87.46,218.22,177.21,71.08,58.37,146.50
173,FGBKPADF_00178,manual_scaffold_1,180276,181613,+,1338,220.88,240.17,93.95,67.75,256.53,215.91,129.49,98.39,229.49,214.52,91.39,76.80,177.67
174,FGBKPADF_00179,manual_scaffold_1,181683,182795,+,1113,479.35,295.35,108.30,117.82,433.36,290.15,166.66,127.54,450.13,284.89,165.38,138.24,283.42
175,FGBKPADF_00180,manual_scaffold_1,182868,183695,+,828,104.17,116.03,74.38,29.46,122.19,85.61,46.76,45.55,121.59,104.29,53.68,79.87,87.83
176,FGBKPADF_00181,manual_scaffold_1,183829,184770,+,942,1021.37,621.52,275.33,303.39,1014.72,539.39,335.71,233.22,1066.13,643.56,320.60,446.98,628.25
177,FGBKPADF_00182,manual_scaffold_1,184876,185547,+,672,5442.87,3054.88,1788.97,3241.53,5837.88,2921.22,1357.22,2940.79,6124.63,2719.21,1372.36,2896.93,3518.75
178,FGBKPADF_00183,manual_scaffold_1,185628,186809,+,1182,5055.15,2540.46,1175.69,1857.14,4719.18,2234.85,1111.43,1796.54,5200.22,1912.01,1098.18,1666.58,2781.92
179,FGBKPADF_00184,manual_scaffold_1,186839,188140,+,1302,7267.07,3979.86,1725.04,2067.74,6885.24,3436.37,1534.67,2166.42,7289.00,3088.90,1576.90,2221.08,4017.83
180,FGBKPADF_00185,manual_scaffold_1,188184,189548,-,1365,274.92,249.10,103.08,98.67,439.44,275.76,134.28,96.57,319.68,344.25,168.28,81.41,240.33
181,FGBKPADF_00186,manual_scaffold_1,189687,190646,-,960,637.57,544.44,386.24,270.99,856.86,609.09,461.60,306.11,730.35,582.51,445.36,198.15,540.08
182,FGBKPADF_00187,manual_scaffold_1,190639,191904,-,1266,720.60,639.37,524.56,356.41,1014.72,790.91,595.88,384.45,927.63,724.11,542.56,319.49,669.08
183,FGBKPADF_00188,manual_scaffold_1,191917,193575,-,1659,696.32,519.29,444.96,266.57,979.81,590.15,478.38,348.01,843.89,591.83,468.57,208.90,576.33
184,FGBKPADF_00189,manual_scaffold_1,193572,195098,-,1527,345.42,110.35,52.19,22.09,527.47,196.97,93.52,38.26,458.18,207.74,87.04,30.72,215.00
185,FGBKPADF_00190,manual_scaffold_1,195211,195657,-,447,2591.80,333.48,186.60,157.58,2965.24,395.46,213.41,131.19,2763.57,312.03,220.51,90.63,1055.00
186,FGBKPADF_00191,manual_scaffold_1,196274,197683,+,1410,2792.32,1436.97,1235.71,621.50,3653.61,1545.46,1147.40,606.74,3309.52,1249.80,900.88,485.38,1780.83
187,FGBKPADF_00192,manual_scaffold_1,197990,198355,+,366,94.77,131.44,151.36,103.09,140.41,133.33,85.13,49.20,159.44,107.68,101.55,50.69,113.00
188,FGBKPADF_00193,manual_scaffold_1,198367,198636,+,270,102.61,97.37,83.51,73.64,97.91,103.03,97.12,87.46,145.75,90.73,69.63,67.58,94.92
189,FGBKPADF_00194,manual_scaffold_1,198656,200365,+,1710,1192.12,813.01,867.74,620.03,1162.72,897.73,710.98,632.25,1295.63,885.21,758.71,646.66,905.33
190,FGBKPADF_00195,manual_scaffold_1,200362,200805,+,444,704.15,513.61,511.51,309.28,655.74,518.18,354.89,302.46,648.22,562.16,369.93,313.35,505.92
191,FGBKPADF_00196,manual_scaffold_1,200851,201159,+,309,654.02,451.13,370.58,278.35,595.02,417.42,254.18,207.71,529.04,475.67,343.81,182.79,424.92
192,FGBKPADF_00197,manual_scaffold_1,201542,203371,+,1830,3877.13,1971.67,1028.24,518.41,3655.13,1809.85,1168.98,439.11,3762.87,1763.63,969.06,440.84,2054.08
193,FGBKPADF_00198,manual_scaffold_1,203358,204803,+,1446,3860.68,2390.35,1439.27,405.01,4294.17,2366.67,1495.10,552.08,4279.83,2213.02,1315.78,393.22,2389.42
194,FGBKPADF_00199,manual_scaffold_1,204906,205352,+,447,2862.81,1348.53,968.21,852.72,2723.13,1065.91,923.20,816.28,2730.56,1082.77,810.94,758.79,1547.67
195,FGBKPADF_00200,manual_scaffold_1,205501,206439,+,939,849.05,607.73,397.98,409.43,820.43,541.67,358.49,317.04,731.15,607.10,377.18,451.59,571.92
196,FGBKPADF_00201,manual_scaffold_1,206601,213605,+,7005,205935.96,129495.23,116541.72,27362.27,182306.33,136416.14,120069.68,25501.46,199166.33,120291.50,102532.18,21204.73,128210.00
197,FGBKPADF_00202,manual_scaffold_1,213667,214095,+,429,8663.63,5587.22,4923.27,1178.20,7736.03,6097.74,5099.17,983.91,8395.39,5548.65,4556.63,881.67,5520.00
198,FGBKPADF_00203,manual_scaffold_1,214421,214891,+,471,2369.36,1618.72,1173.08,338.73,1990.74,1866.67,1424.36,395.39,2428.59,1475.35,967.61,291.84,1521.17
199,FGBKPADF_00204,manual_scaffold_1,214885,215253,+,369,1767.03,1274.69,1200.48,269.51,2016.54,1802.28,1100.64,326.15,2111.33,1460.93,1003.88,238.08,1354.58
200,FGBKPADF_00205,manual_scaffold_1,215304,215720,+,417,1635.44,1102.68,953.86,260.68,1574.07,1537.12,996.33,247.80,1758.64,1155.69,739.85,147.46,1131.50
201,FGBKPADF_00206,manual_scaffold_1,215843,216172,+,330,1496.81,967.99,621.12,179.68,1142.23,1094.70,889.63,256.91,1371.32,884.36,612.19,161.28,900.67
202,FGBKPADF_00207,manual_scaffold_1,216242,216694,+,453,3350.78,2388.73,1445.79,388.81,2768.67,2654.55,1957.90,592.17,3316.77,1962.04,1307.08,308.74,2103.25
203,FGBKPADF_00208,manual_scaffold_1,216712,217200,+,489,3660.95,2512.87,1467.98,441.83,2878.72,2765.91,1960.30,533.86,3554.31,2164.69,1482.61,327.17,2230.83
204,FGBKPADF_00209,manual_scaffold_1,217228,217524,+,297,1650.33,1127.02,525.86,170.84,1171.83,1107.58,844.07,198.60,1436.54,931.84,538.21,158.21,932.58
205,FGBKPADF_00210,manual_scaffold_1,217540,218001,+,462,1622.13,1194.36,656.35,185.57,1136.16,1196.97,959.17,204.07,1538.81,1047.16,584.63,175.11,985.33
206,FGBKPADF_00211,manual_scaffold_1,218013,218144,+,132,194.25,136.31,83.51,11.78,138.13,131.06,93.52,29.15,149.77,118.71,53.68,15.36,109.17
207,FGBKPADF_00212,manual_scaffold_1,218493,219641,+,1149,3025.73,2178.58,1561.93,382.92,3410.74,3175.01,1565.84,424.54,3896.54,2674.27,1331.74,322.56,2279.17
208,FGBKPADF_00213,manual_scaffold_1,219723,221162,+,1440,7318.77,6002.65,3728.01,2328.42,6353.21,5481.07,4397.78,2222.91,6935.50,5110.29,3678.96,2231.83,5025.25
209,FGBKPADF_00214,manual_scaffold_1,221181,222464,-,1284,690.05,380.54,341.88,265.10,633.73,361.36,315.33,211.36,522.60,408.69,340.91,319.49,421.42
210,FGBKPADF_00215,manual_scaffold_1,222674,223354,+,681,552.98,649.11,394.07,272.46,569.98,600.00,338.11,271.49,595.87,529.09,339.46,282.63,479.08
211,FGBKPADF_00216,manual_scaffold_1,223450,224283,+,834,1665.21,1216.27,822.07,543.45,1703.10,1154.55,746.95,479.20,1613.69,1114.14,774.67,457.73,1119.00
212,FGBKPADF_00217,manual_scaffold_1,224579,225307,+,729,709.63,378.11,200.95,89.84,588.95,308.33,209.82,56.48,627.28,279.81,181.34,92.16,355.83
213,FGBKPADF_00218,manual_scaffold_1,225465,226745,-,1281,32.11,41.38,44.37,42.71,31.88,53.03,49.16,38.26,29.79,23.74,46.42,46.08,38.00
214,FGBKPADF_00219,manual_scaffold_1,226946,229006,+,2061,96.34,85.20,90.04,86.89,91.83,85.61,99.51,109.32,97.43,82.25,103.00,115.20,91.42
215,FGBKPADF_00220,manual_scaffold_1,229056,229346,+,291,467.61,399.20,324.91,319.59,419.70,387.88,314.13,329.79,442.88,372.23,352.52,377.86,378.42
216,FGBKPADF_00221,manual_scaffold_1,229491,229733,+,243,356.38,361.88,373.19,279.82,327.87,387.88,405.25,300.64,412.28,277.26,367.03,244.23,339.58
217,FGBKPADF_00222,manual_scaffold_1,230204,231397,-,1194,2109.32,2188.32,1778.54,1848.30,2203.25,1980.31,1414.77,1311.88,2374.64,2079.90,1510.17,1688.08,1913.92
218,FGBKPADF_00223,manual_scaffold_1,232091,232861,+,771,557.68,984.21,897.75,1223.86,725.56,877.27,687.00,923.78,612.78,925.91,813.84,1142.80,816.33
219,FGBKPADF_00224,manual_scaffold_1,233015,234433,+,1419,28.98,81.95,90.04,116.35,27.32,153.79,124.69,133.01,39.46,131.42,136.37,130.56,90.42
220,FGBKPADF_00225,manual_scaffold_1,234457,235173,+,717,47.00,129.01,137.01,150.22,56.16,202.27,153.47,91.10,69.25,205.19,184.24,145.92,124.58
221,FGBKPADF_00226,manual_scaffold_1,235170,235820,+,651,108.09,180.94,270.11,203.24,132.82,269.70,278.16,215.00,107.90,254.37,237.91,227.33,194.42
222,FGBKPADF_00227,manual_scaffold_1,235837,236610,+,774,146.47,166.33,207.47,232.69,114.60,209.85,256.58,233.22,130.45,208.58,242.27,175.11,180.67
223,FGBKPADF_00228,manual_scaffold_1,236663,237799,-,1137,2565.17,1417.50,708.54,356.41,2590.31,1162.12,666.62,307.93,2710.43,1141.27,686.18,279.56,1403.83
224,FGBKPADF_00229,manual_scaffold_1,238052,239185,-,1134,993.17,1030.46,551.96,419.73,1088.34,943.94,501.16,377.17,1149.07,878.42,474.38,357.89,797.83
225,FGBKPADF_00230,manual_scaffold_1,239440,239928,-,489,2315.31,2434.17,792.06,527.25,2442.32,2302.28,749.35,501.06,2013.09,1948.47,702.14,497.67,1640.33
226,FGBKPADF_00231,manual_scaffold_1,240057,240320,-,264,270.22,172.83,82.21,83.95,381.75,184.85,83.93,56.48,227.08,164.49,75.44,69.12,174.92
227,FGBKPADF_00232,manual_scaffold_1,240609,240737,-,129,406.51,354.58,161.80,92.78,333.94,340.91,159.46,76.53,298.74,288.29,174.08,64.51,256.75
228,FGBKPADF_00233,manual_scaffold_1,240842,242074,-,1233,8515.59,8923.65,12999.10,17126.64,8463.87,8702.29,12254.55,16024.96,8423.58,8317.89,12197.44,15244.98,10310.00
229,FGBKPADF_00234,manual_scaffold_1,242124,242780,-,657,344.63,344.84,357.53,452.14,362.78,328.03,341.70,448.23,336.59,343.40,368.48,445.45,354.58
230,FGBKPADF_00235,manual_scaffold_1,242767,243987,-,1221,592.14,606.92,670.70,777.61,632.21,612.12,708.58,892.81,590.24,610.49,612.19,857.10,641.75
231,FGBKPADF_00236,manual_scaffold_1,244005,244478,-,474,431.58,351.33,287.07,524.30,398.45,337.12,341.70,349.83,409.87,317.96,311.90,430.09,365.50
232,FGBKPADF_00237,manual_scaffold_1,244556,245431,-,876,396.33,319.69,170.94,347.57,422.74,300.76,191.83,255.09,415.50,333.22,155.22,334.85,312.92
233,FGBKPADF_00238,manual_scaffold_1,245561,246067,+,507,23.50,42.19,31.32,41.24,16.70,37.12,39.57,54.66,20.13,25.44,17.41,33.79,29.75
234,FGBKPADF_00239,manual_scaffold_1,246182,247201,+,1020,8656.58,6905.73,6414.73,6412.36,8246.81,6650.01,6471.98,6395.41,8194.08,6561.89,6103.07,5836.87,6942.25
235,FGBKPADF_00240,manual_scaffold_1,247276,247917,-,642,17422.02,15949.47,14912.04,7067.74,16697.77,13547.75,10787.03,5464.34,15893.75,16222.86,13912.16,6305.35,13547.75
236,FGBKPADF_00241,manual_scaffold_1,248386,249222,+,837,1362.09,1359.89,1199.17,1017.67,1278.08,1220.46,1086.26,991.20,1294.82,1348.16,1270.81,1012.24,1208.58
237,FGBKPADF_00242,manual_scaffold_1,249264,250721,-,1458,68.93,72.21,84.82,73.64,75.14,62.88,89.92,54.66,61.20,66.98,66.73,79.87,69.33
238,FGBKPADF_00243,manual_scaffold_1,250905,251798,+,894,763.68,418.68,289.68,189.99,1044.32,432.58,229.00,111.15,893.01,420.56,297.39,228.87,500.00
239,FGBKPADF_00244,manual_scaffold_1,251919,253016,+,1098,4825.66,3024.86,2181.74,780.56,5268.67,3143.19,2010.65,978.44,5188.14,2820.11,1993.25,920.07,3094.83
240,FGBKPADF_00245,manual_scaffold_1,253123,253962,+,840,1910.37,1428.86,553.26,687.78,1848.81,1111.37,399.25,542.97,1584.70,1390.56,478.73,800.27,1173.67
241,FGBKPADF_00246,manual_scaffold_1,253976,254176,-,201,805.19,885.23,617.20,460.97,751.37,808.33,489.18,391.74,625.67,771.59,639.76,430.09,666.08
242,FGBKPADF_00247,manual_scaffold_1,254234,255502,-,1269,393.98,298.59,264.89,225.33,472.83,193.18,212.22,174.92,406.64,288.29,245.17,236.55,295.50
243,FGBKPADF_00248,manual_scaffold_1,255610,256431,-,822,183.28,99.80,88.73,97.20,170.76,82.58,62.35,30.97,184.40,67.83,81.24,92.16,109.92
244,FGBKPADF_00249,manual_scaffold_1,256553,257905,-,1353,1844.57,821.13,685.06,418.26,1772.92,746.21,685.80,409.96,1800.51,677.47,687.63,390.15,1004.75
245,FGBKPADF_00250,manual_scaffold_1,258461,259867,+,1407,11823.29,2443.90,2207.84,2122.24,11128.56,2753.03,2123.36,2093.54,14164.11,1449.06,1994.70,1955.35,5367.00
246,FGBKPADF_00251,manual_scaffold_1,259851,260867,+,1017,8445.88,770.82,529.78,450.66,6772.16,628.03,539.53,490.13,9093.53,451.93,580.28,328.71,2946.33
247,FGBKPADF_00252,manual_scaffold_1,260867,262570,+,1704,7285.09,725.38,514.12,250.37,7243.47,750.76,413.64,291.53,9013.01,624.90,374.28,150.53,2840.42
248,FGBKPADF_00253,manual_scaffold_1,262567,264294,+,1728,1256.35,1181.38,901.66,191.46,4369.30,1229.55,669.02,227.76,3223.36,1018.33,588.98,159.75,1471.50
249,FGBKPADF_00254,manual_scaffold_1,264380,265210,+,831,152.74,138.75,203.56,153.17,146.48,140.15,137.88,103.86,140.92,130.58,145.07,99.84,139.17
250,FGBKPADF_00255,manual_scaffold_1,265225,266598,-,1374,389.28,303.46,152.67,154.64,465.24,187.88,189.44,123.90,220.63,289.98,178.44,144.39,251.08
251,FGBKPADF_00256,manual_scaffold_1,266810,267346,+,537,221.66,202.85,306.64,234.17,204.92,241.67,372.88,327.97,218.22,235.72,301.74,265.73,244.75
252,FGBKPADF_00257,manual_scaffold_1,267339,267659,+,321,161.35,150.11,224.44,166.42,137.37,180.30,225.40,342.55,152.19,165.34,217.60,165.89,176.08
253,FGBKPADF_00258,manual_scaffold_1,267656,267862,+,207,214.61,233.68,369.28,293.08,257.29,317.42,345.30,378.99,289.89,213.67,306.10,304.13,276.58
254,FGBKPADF_00259,manual_scaffold_1,267859,268047,+,189,86.94,92.50,142.23,125.18,119.16,125.00,164.26,133.01,109.51,107.68,113.15,104.45,113.33
255,FGBKPADF_00260,manual_scaffold_1,268054,268941,+,888,508.33,453.57,732.03,575.85,532.79,611.36,806.90,665.05,580.58,580.81,626.70,537.61,574.58
256,FGBKPADF_00261,manual_scaffold_1,268938,269714,+,777,409.64,362.69,510.20,363.77,396.93,415.91,562.31,475.56,442.07,379.86,455.52,414.72,415.92
257,FGBKPADF_00262,manual_scaffold_1,269711,270913,-,1203,729.21,587.45,251.84,215.02,763.51,486.36,250.58,154.87,714.24,491.78,239.36,199.68,474.83
258,FGBKPADF_00263,manual_scaffold_1,271018,272661,-,1644,87.72,91.69,76.99,78.06,110.81,88.64,103.11,94.75,95.82,66.14,58.03,64.51,84.75
259,FGBKPADF_00264,manual_scaffold_1,272790,273380,+,591,78.33,68.16,43.06,47.13,168.49,96.97,55.15,30.97,162.66,87.33,63.83,69.12,88.00
260,FGBKPADF_00265,manual_scaffold_1,273409,273567,+,159,29.76,30.83,14.35,8.84,45.54,37.88,16.79,7.29,35.43,39.85,29.01,29.18,29.25
261,FGBKPADF_00266,manual_scaffold_1,273730,275655,+,1926,2212.71,1765.58,1697.63,1270.99,2408.92,1572.73,1460.33,1104.16,2153.20,1779.74,1443.44,1250.32,1735.08
262,FGBKPADF_00267,manual_scaffold_1,275784,276092,+,309,646.19,159.03,101.78,30.93,762.75,190.91,56.35,29.15,877.71,132.27,105.90,43.01,315.58
263,FGBKPADF_00268,manual_scaffold_1,276108,277466,+,1359,1141.99,314.01,168.33,64.80,1331.21,356.06,167.85,103.86,1550.89,325.59,163.93,96.77,577.08
264,FGBKPADF_00269,manual_scaffold_1,277554,277817,+,264,916.41,260.46,156.58,38.29,1036.73,346.21,129.49,47.37,1078.21,264.54,126.21,81.41,448.75
265,FGBKPADF_00270,manual_scaffold_1,277814,279142,+,1329,2604.34,1038.58,459.31,187.04,2746.66,1021.21,514.35,275.13,3095.33,871.64,348.17,156.67,1320.42
266,FGBKPADF_00271,manual_scaffold_1,279176,280267,-,1092,6899.73,6375.08,5836.68,4717.23,6881.45,5887.13,5957.62,4482.25,6532.88,5891.21,5786.82,4383.80,5876.08
267,FGBKPADF_00272,manual_scaffold_1,280408,281166,-,759,6745.42,8322.42,8137.16,5544.91,6546.75,8088.65,8590.54,5755.87,6705.20,7589.55,8239.94,5627.97,7093.25
268,FGBKPADF_00273,manual_scaffold_1,281257,282435,-,1179,13935.74,16253.74,16836.72,11100.14,12654.82,16102.30,17618.69,11161.90,13521.53,16177.92,17348.85,11337.35,14352.17
269,FGBKPADF_00274,manual_scaffold_1,282435,282671,-,237,2964.63,3648.82,3758.02,2882.18,2662.41,3589.40,3987.74,2669.31,2802.22,3668.86,3853.04,2758.69,3201.25
270,FGBKPADF_00275,manual_scaffold_1,282688,283875,-,1188,9629.38,12188.68,11989.13,8477.16,9001.21,11972.75,12665.80,7559.70,9244.11,11756.97,11924.71,8143.97,10292.08
271,FGBKPADF_00276,manual_scaffold_1,283872,285383,-,1512,15073.03,16924.76,16721.89,12701.02,14880.07,16933.36,17003.63,11810.55,15161.79,16154.18,16034.53,11636.87,15056.17
272,FGBKPADF_00277,manual_scaffold_1,285997,286932,+,936,3170.63,2681.64,2035.59,1658.32,3564.81,2382.58,1650.97,1550.57,3490.70,2368.18,1823.52,1637.40,2463.33
273,FGBKPADF_00278,manual_scaffold_1,287074,287706,+,633,673.60,691.30,790.75,577.32,548.72,765.91,919.60,521.11,496.03,664.75,658.62,457.73,637.42
274,FGBKPADF_00279,manual_scaffold_1,287736,289103,-,1368,581.18,537.14,469.75,244.48,740.74,531.06,384.87,273.31,665.13,401.90,409.10,251.91,485.33
275,FGBKPADF_00280,manual_scaffold_1,289259,290497,-,1239,380.66,315.63,229.66,94.26,370.37,266.67,220.61,102.04,308.41,275.57,230.66,118.27,261.58
276,FGBKPADF_00281,manual_scaffold_1,290749,291264,-,516,455.86,438.96,236.18,167.89,512.29,432.58,267.37,202.25,406.64,459.56,268.38,201.22,363.42
277,FGBKPADF_00282,manual_scaffold_1,291415,292128,+,714,7.05,13.79,2.61,8.84,18.97,23.48,4.80,12.75,5.64,16.11,14.51,12.29,12.08
278,FGBKPADF_00283,manual_scaffold_1,292238,293098,+,861,144.12,181.75,211.39,313.70,141.17,180.30,217.01,260.55,164.27,146.69,272.73,293.38,190.58
279,FGBKPADF_00284,manual_scaffold_1,293149,293991,-,843,735.48,1081.58,879.48,603.83,818.91,953.03,726.57,508.35,785.91,1019.18,793.53,606.73,808.17
280,FGBKPADF_00285,manual_scaffold_1,294045,295424,-,1380,260.04,507.12,386.24,378.50,299.03,468.18,353.69,269.66,277.00,514.67,329.31,267.27,359.75
281,FGBKPADF_00286,manual_scaffold_1,295852,297789,-,1938,20912.23,17900.05,10757.34,6250.36,21031.41,16616.69,8814.74,5879.77,20800.06,16454.34,8869.55,6465.10,14752.67
282,FGBKPADF_00287,manual_scaffold_1,298017,299351,+,1335,111.22,81.95,130.49,35.35,112.33,118.94,103.11,74.70,128.03,102.60,63.83,50.69,96.33
283,FGBKPADF_00288,manual_scaffold_1,299428,300105,+,678,296.86,288.85,283.16,313.70,280.81,243.94,202.62,280.60,285.05,266.24,281.43,324.10,271.08
284,FGBKPADF_00289,manual_scaffold_1,300143,300523,-,381,2158.66,1789.92,1208.31,913.11,2282.94,1716.67,945.98,863.65,2287.68,1661.88,1035.80,907.79,1595.92
285,FGBKPADF_00290,manual_scaffold_1,300644,301834,+,1191,2470.40,1646.31,1384.47,1572.90,2259.41,1473.49,1258.91,1423.02,2194.27,1577.94,1170.71,1606.67,1708.67
286,FGBKPADF_00291,manual_scaffold_1,301869,302066,-,198,574.13,518.48,529.78,468.34,644.35,461.36,428.03,402.67,623.25,494.33,448.26,387.08,504.17
287,FGBKPADF_00292,manual_scaffold_1,302100,303299,-,1200,1338.59,1121.34,895.14,824.74,1517.91,904.55,654.63,628.61,1228.79,919.12,723.90,873.99,1008.33
288,FGBKPADF_00293,manual_scaffold_1,303403,304080,-,678,744.10,210.15,207.47,132.55,456.89,208.33,203.82,105.68,293.11,150.08,201.65,113.67,276.42
289,FGBKPADF_00294,manual_scaffold_1,304062,304448,-,387,977.51,225.57,245.32,173.78,843.20,240.15,245.79,103.86,371.21,197.56,266.93,184.32,376.67
290,FGBKPADF_00295,manual_scaffold_1,304554,305459,+,906,1018.24,810.58,512.81,544.92,1155.13,744.70,555.12,439.11,1022.65,732.59,526.60,493.06,757.42
291,FGBKPADF_00296,manual_scaffold_1,305467,306285,+,819,1027.64,791.92,579.36,462.44,982.09,775.76,485.58,426.36,979.17,758.87,522.25,460.81,731.17
292,FGBKPADF_00297,manual_scaffold_1,306282,306950,+,669,2227.59,1849.16,1465.37,1138.44,2100.79,1768.94,1252.91,1155.18,2145.95,1689.02,1202.63,989.20,1660.92
293,FGBKPADF_00298,manual_scaffold_1,307107,308552,+,1446,1848.49,1034.52,378.41,306.33,2081.05,864.40,335.71,295.17,1952.70,834.33,377.18,322.56,1028.08
294,FGBKPADF_00299,manual_scaffold_1,308549,309706,+,1158,5708.39,3866.27,2025.16,1225.33,6480.72,3513.64,1620.99,1169.76,5941.84,3378.03,1826.42,1125.90,3580.25
295,FGBKPADF_00300,manual_scaffold_1,309725,310975,+,1251,4704.25,3493.84,1740.69,1117.82,5552.52,3179.55,1709.71,1091.41,5110.03,2831.98,1507.27,1248.78,3123.42
